User name,AWS access key,Event time,Event source,Event name,AWS region,Source IP address,User agent,Error code,Resources,Request ID,Event ID,Read-only,Event type,Recipient Account Id,Event category
CloudTrail,,2021-12-31T05:01:32Z,signin.amazonaws.com,ConsoleLogin,us-east-1,98.240.213.48,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",,[],,08fb65a2-9e6e-460b-ba1d-87234e1a8bd0,false,AwsConsoleSignIn,035671578622,Management
Accountant,ASIAQQTRRC77L2ZGFRW2,2021-12-31T05:00:56Z,iam.amazonaws.com,ChangePassword,us-east-1,AWS Internal,AWS Internal,,[],a08a2b89-77b8-4dd8-b9b5-8dbade67a91f,6203a0a3-d303-4a48-af27-5dafa206d80b,false,AwsApiCall,035671578622,Management
Accountant,,2021-12-31T05:00:00Z,signin.amazonaws.com,ConsoleLogin,us-east-1,98.240.213.48,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",,[],,5be138e3-306c-488a-ada5-c095046fba12,false,AwsConsoleSignIn,035671578622,Management
root,ASIAQQTRRC77M33SNZMF,2021-12-31T04:56:16Z,iam.amazonaws.com,AddUserToGroup,us-east-1,98.240.213.48,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",86370e90-ccd2-488d-89d3-c76ef0a4ca3e,6f0b915c-c96e-4140-9d72-496d4dcbbd2d,false,AwsApiCall,035671578622,Management
root,ASIAQQTRRC77M33SNZMF,2021-12-31T04:56:16Z,iam.amazonaws.com,CreateLoginProfile,us-east-1,98.240.213.48,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""}]",78061d65-6241-4942-8a41-ff0b6525235c,90f75614-8a5a-4ef7-945b-89b7e7066cff,false,AwsApiCall,035671578622,Management
root,ASIAQQTRRC77M33SNZMF,2021-12-31T04:56:15Z,iam.amazonaws.com,CreateUser,us-east-1,98.240.213.48,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""AIDAQQTRRC77HIXOC6DYK""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""arn:aws:iam::035671578622:user/Accountant""}]",aa6536be-b2d4-49e1-a842-0f5bfbcccf4b,3991c127-4acc-4fc5-972c-821aec9a9634,false,AwsApiCall,035671578622,Management
root,ASIAQQTRRC77M33SNZMF,2021-12-31T04:53:37Z,iam.amazonaws.com,CreateLoginProfile,us-east-1,98.240.213.48,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""}]",f706f2d4-1781-48b2-9831-80a5df4304f1,0a9e3608-7360-4eb8-b1dc-83690f670ace,false,AwsApiCall,035671578622,Management
root,ASIAQQTRRC77M33SNZMF,2021-12-31T04:53:37Z,iam.amazonaws.com,AddUserToGroup,us-east-1,98.240.213.48,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",4cd866d8-5219-4715-8d25-33a5c68c98d7,b0ecd91b-a986-493b-9c89-7937ac011b86,false,AwsApiCall,035671578622,Management
root,ASIAQQTRRC77M33SNZMF,2021-12-31T04:53:36Z,iam.amazonaws.com,CreateUser,us-east-1,98.240.213.48,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""arn:aws:iam::035671578622:user/CloudTrail""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""AIDAQQTRRC77ME7HCE6VE""}]",9d1a60e8-f283-4ef2-b335-474a7ae93d93,16916149-e3da-4fac-8683-26f69d78086d,false,AwsApiCall,035671578622,Management
root,ASIAQQTRRC77CHL36L6K,2021-12-31T04:51:52Z,iam.amazonaws.com,CreateGroup,us-east-1,98.240.213.48,aws-internal/3 aws-sdk-java/1.12.127 Linux/4.9.273-0.1.ac.226.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.312-b07 java/1.8.0_312 vendor/Oracle_Corporation cfg/retry-mode/standard,,"[{""resourceType"":""AWS::IAM::Group"",""resourceName"":""arn:aws:iam::035671578622:group/Reviewers""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""AGPAQQTRRC77OENUEIMDK""}]",b6aab451-64f8-4138-ae19-537c15909804,468367e2-b14c-4c1f-9ada-965d9a90b4a1,false,AwsApiCall,035671578622,Management
root,ASIAQQTRRC77CHL36L6K,2021-12-31T04:51:52Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,98.240.213.48,aws-internal/3 aws-sdk-java/1.12.127 Linux/4.9.273-0.1.ac.226.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.312-b07 java/1.8.0_312 vendor/Oracle_Corporation cfg/retry-mode/standard,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/job-function/Billing""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",14226663-8285-485e-88ed-81a6f259bedb,8abfae26-be9f-4c55-8960-e232cdea478f,false,AwsApiCall,035671578622,Management
root,ASIAQQTRRC77CHL36L6K,2021-12-31T04:51:23Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,98.240.213.48,aws-internal/3 aws-sdk-java/1.12.127 Linux/4.9.273-0.1.ac.226.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.312-b07 java/1.8.0_312 vendor/Oracle_Corporation cfg/retry-mode/standard,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AWSCloudTrail_FullAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",fe8ec07c-0957-4378-9ec2-21437121001e,47554fc6-3d8a-4641-aa0a-efe3acb43de6,false,AwsApiCall,035671578622,Management
root,ASIAQQTRRC77CHL36L6K,2021-12-31T04:51:23Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,98.240.213.48,aws-internal/3 aws-sdk-java/1.12.127 Linux/4.9.273-0.1.ac.226.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.312-b07 java/1.8.0_312 vendor/Oracle_Corporation cfg/retry-mode/standard,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AWSCloudTrailReadOnlyAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",a666a33b-cf1c-428e-9d6c-b00405c325a3,67f697fa-d700-4c97-8de5-167c51b60c04,false,AwsApiCall,035671578622,Management
root,ASIAQQTRRC77CHL36L6K,2021-12-31T04:51:23Z,iam.amazonaws.com,CreateGroup,us-east-1,98.240.213.48,aws-internal/3 aws-sdk-java/1.12.127 Linux/4.9.273-0.1.ac.226.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.312-b07 java/1.8.0_312 vendor/Oracle_Corporation cfg/retry-mode/standard,,"[{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""AGPAQQTRRC77HMW2IM3W6""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""arn:aws:iam::035671578622:group/CloudTrailAdmins""}]",65ff9e91-b264-4d5d-9262-1e285a653850,d080f960-0540-490e-bdae-02038564ed77,false,AwsApiCall,035671578622,Management
root,ASIAQQTRRC77M33SNZMF,2021-12-31T04:50:10Z,iam.amazonaws.com,UpdateAccountPasswordPolicy,us-east-1,98.240.213.48,console.amazonaws.com,,[],3e293b2c-3a47-4b88-8bfc-d19d4e594083,39513f57-df8f-40bc-9f1c-192204517016,false,AwsApiCall,035671578622,Management
root,ASIAQQTRRC77M33SNZMF,2021-12-31T04:48:10Z,iam.amazonaws.com,UpdateAccountPasswordPolicy,us-east-1,98.240.213.48,console.amazonaws.com,,[],f6f5cf20-d7d3-488f-8155-60abc479a297,22655aee-50a7-42ee-aa4d-8c2451475a51,false,AwsApiCall,035671578622,Management
root,ASIAQQTRRC77M33SNZMF,2021-12-31T04:48:02Z,iam.amazonaws.com,UpdateAccountPasswordPolicy,us-east-1,98.240.213.48,console.amazonaws.com,,[],e016c515-57b8-4a06-bbe1-347a0b8e05c0,f1b5ce9a-8354-42e8-b497-c10beb25dbb6,false,AwsApiCall,035671578622,Management
root,,2021-12-31T04:46:26Z,signin.amazonaws.com,ConsoleLogin,us-east-1,98.240.213.48,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",,[],,18653ff4-96cb-4188-8032-55ec6b830fe9,false,AwsConsoleSignIn,035671578622,Management
